,Fe,Mn,Ni,Co,Cr,del_G,del_H,Cp_FCC,VASP-PAW-GGA LSE_Avg,VASP-PAW-GGA LSE_Var,SGTE LSE_Avg,SGTE LSE_Var,Allen EN_Avg,Allen EN_Var,Pauling EN_Avg,Pauling EN_Var,Density_Avg,Density_Var,Atomic Weight_Avg,Atomic Weight_Var,Valence e_Avg,Valence e_Var,IE_Avg,IE_Var,Melting Point_Avg,Melting Point_Var,Specific Heat_Avg,Specific Heat_Var,Metallic Radius_Avg,Metallic Radius_Var,Shear Modulus_Avg,Shear Modulus_Var,Total Electrons_Avg,Total Electrons_Var,Atomic Planar Density_Avg,Atomic Planar Density_Var,C_11_Avg,C_11_Var,C_12_Avg,C_12_Var,C'_Avg,C'_Var,Heat of fusion_Avg,Heat of fusion_Var
912,10,10,35,45,0,-1670.010341003876,-2908.457921827878,28.352667,-122.69999999999999,1215.0918454997545,49.4,489.4038209903964,184.1,1822.5900419458019,185.25,1833.9752916819791,863.2,8545.681469022818,5814.07,57559.29468695399,905.0,8959.504729615359,74814.5,740663.5652585119,146040.0,1445796.1987776838,2543.5,25180.65083849105,12495.0,123700.50034256127,7660.0,75834.00213624492,2705.0,26779.501582367062,1857.7857,18392.078629934753,26555.0,262896.24513294216,18200.0,180180.28574180917,4177.5,41361.43023699737,1601.0,15849.905646406858
913,10,10,30,50,0,-1404.437417192114,-2404.733629038043,28.782048,-143.29999999999998,1418.9595163358254,32.8,325.19579333072556,183.9,1820.6100397943544,185.1,1832.4902883780858,863.0,8543.70146353441,5815.27,57571.17470049409,900.0,8910.004489336692,74931.0,741816.9152383221,146240.0,1447776.200384576,2537.0,25116.300828346517,12500.0,123750.00032323232,7660.0,75834.00213624492,2700.0,26730.0014964459,1856.2828999999997,18377.20089865323,26620.0,263539.74497217685,18270.0,180873.27831938028,4175.0,41336.68174273305,1596.0,15800.405437836082
914,10,10,25,55,0,-1155.113074200341,-1890.862502783528,28.825911,-163.89999999999998,1622.8427480812795,16.199999999999996,161.23978417251737,183.7,1818.6300374182758,184.95,1831.0052849459498,862.8,8541.721457996626,5816.469999999999,57583.05471377851,895.0,8860.504218158241,75047.5,742970.2650355194,146440.0,1449756.2017111704,2530.5,25051.95080128492,12505.0,123799.50030189945,7660.0,75834.00213624492,2695.0,26680.50140083578,1854.7801,18362.32316612352,26685.0,264183.24465226784,18340.0,181566.27068373686,4172.5,41311.933248759975,1591.0,15750.905212082256
915,10,10,20,60,0,-921.047919682007,-1381.325404578251,28.60967,-184.5,1826.7363304538508,-0.40000000000000213,15.93712646621091,183.5,1816.6500348168329,184.8,1829.52028138526,862.5999999999999,8539.741452409435,5817.67,57594.93472680745,890.0,8811.003915559226,75164.0,744123.614650953,146640.0,1451736.2027586142,2524.0,24987.600757175547,12510.0,123849.00027856503,7660.0,75834.00213624492,2690.0,26631.001295482678,1853.2772999999997,18347.44543234257,26750.0,264826.74417437526,18410.0,182259.26283731096,4170.0,41287.18475507866,1586.0,15701.404968982872
916,10,10,15,65,0,-700.6419271827326,-884.0325316630043,28.279027,-205.09999999999997,2030.637145577712,-17.000000000000004,168.87710324374945,183.3,1814.6700319892873,184.64999999999998,1828.035277695701,862.4,8537.761446772802,5818.87,57606.81473958103,885.0,8761.503581007086,75280.5,745276.9640854667,146840.0,1453716.2035280475,2517.5,24923.250695886363,12515.0,123898.50025323147,7660.0,75834.00213624492,2685.0,26581.50118033216,1851.7744999999998,18332.567697307346,26815.0,265470.24353964796,18480.0,182952.25478249782,4167.5,41262.43626168964,1581.0,15651.904708373355
917,10,10,10,70,0,-494.3056474795139,-405.1441458496847,27.969331,-225.7,2234.5432135002447,-33.6,332.8584083360371,183.10000000000002,1812.6900289348978,184.5,1826.5502738769608,862.1999999999999,8535.78144108669,5820.07,57618.69475209942,880.0,8712.003213957167,75397.0,746430.3133398991,147040.0,1455696.2040206054,2511.0,24858.900617283944,12520.0,123948.00022590118,7660.0,75834.00213624492,2680.0,26532.001055329394,1850.2716999999998,18317.68996101479,26880.0,266113.74274922366,18550.0,183645.24652165652,4165.0,41237.68776859343,1576.0,15602.40443008705
918,10,15,65,10,0,-3691.795421369388,-5587.380284625397,29.946975,-4.20000000000001,52.92728030042738,146.14999999999998,1447.0219474838657,184.85,1830.015064009037,184.5,1826.550436478555,857.25,8486.776903719103,5786.895,57290.26246614197,925.0,9157.507029754332,73900.0,731610.0118916497,143595.0,1421590.747544806,2590.0,25641.000458250455,12475.0,123502.50052124451,7660.0,75834.00213624492,2725.0,26977.502386247692,1863.9027,18452.637032223727,26685.0,264183.3597995907,18030.0,178497.34768337596,4327.5,42846.38215473974,1616.0,15998.408045802556
919,10,15,60,15,0,-3202.674595279523,-5133.353038725509,31.701585,-24.800000000000004,247.6764280265686,129.55,1282.7014151781389,184.65,1828.0350627107784,184.34999999999997,1825.0654326626207,857.05,8484.796896891523,5788.095,57302.14248537864,920.0,9108.006916993421,74016.5,732763.3633304478,143795.0,1423570.7525462161,2583.5,25576.650565506032,12480.0,123552.00050990676,7660.0,75834.00213624492,2720.0,26928.00233957209,1862.3999,18437.75930604756,26750.0,264826.85904190305,18100.0,179190.34061578207,4325.0,42821.63366804214,1611.0,15948.907893645885
920,10,15,55,20,0,-2766.680109384644,-4741.551170223842,32.434202,-45.400000000000006,450.62233522096983,112.95000000000002,1118.3841399537102,184.45,1826.0550611906529,184.2,1823.5804287170884,856.8499999999999,8482.816890013599,5789.295,57314.02250435608,915.0,9058.506775401782,74133.0,733916.7145797948,143995.0,1425550.7572531397,2577.0,25512.300656742034,12485.0,123601.50049655545,7660.0,75834.00213624492,2715.0,26878.50228342346,1860.8971,18422.881578635548,26815.0,265470.35812873725,18170.0,179883.3333302449,4322.5,42796.885181634425,1606.0,15899.407724817927
921,10,15,50,25,0,-2386.231679187595,-4388.191949251914,32.568334,-66.0,654.1803459291634,96.35,954.0718046876765,184.25,1824.0750594479384,184.05,1822.0954246416406,856.65,8480.836883085301,5790.495,57325.90252307446,910.0,9009.006604504184,74249.5,735070.0656405824,144195.0,1427530.761666802,2570.5,25447.950731836932,12490.0,123651.00048119304,7660.0,75834.00213624492,2710.0,26829.00221774936,1859.3943,18408.003849984692,26880.0,266113.8570612211,18240.0,180576.32582927364,4320.0,42772.136695517096,1601.0,15849.907539162492
922,10,15,45,30,0,-2060.459549674966,-4015.556809821508,32.459596,-86.60000000000001,857.9148681541777,79.75,789.7674926837645,184.05,1822.0950574819087,183.9,1820.6104204359592,856.4499999999999,8478.856876106589,5791.695,57337.78254153395,905.0,8959.506403814888,74366.0,736223.4165136965,144395.0,1429510.7657884217,2564.0,25383.600790667977,12495.0,123700.5004638219,7660.0,75834.00213624492,2705.0,26779.502142496975,1857.8915,18393.12612009199,26945.0,266757.35584047163,18310.0,181269.3181153391,4317.5,42747.38820969066,1596.0,15800.407336521423
923,10,15,40,35,0,-1772.381910551429,-3421.383092707752,32.233916,-107.20000000000002,1061.7242942496891,63.150000000000006,625.4775267745437,183.85,1820.115055291835,183.75,1819.1254160997257,856.25,8476.876869077432,5792.895,57349.662559734694,900.0,8910.006172837368,74482.5,737376.7672000183,144595.0,1431490.7696192106,2557.5,25319.250833111157,12500.0,123750.00044444445,7660.0,75834.00213624492,2700.0,26730.00205761309,1856.3887,18378.248388954424,27010.0,267400.85446759517,18380.0,181962.3101908744,4315.0,42722.639724155626,1591.0,15750.90711673458
924,10,15,35,40,0,-1505.965449251031,-2848.915103312662,31.846167,-127.8,1265.5724368838,46.55,461.2172378608588,183.65,1818.1350528769858,183.59999999999997,1817.6404116326194,856.05,8474.89686199779,5794.095,57361.54257767686,895.0,8860.505911063996,74599.0,738530.1177004225,144795.0,1433470.7731603738,2551.0,25254.9008590412,12505.0,123799.5004230631,7660.0,75834.00213624492,2695.0,26680.5019630441,1854.8859000000002,18363.370656568964,27075.0,268044.3529436873,18450.0,182655.30205827588,4312.5,42697.89123891249,1586.0,15701.406879639797
925,10,15,30,45,0,-1261.326394875336,-2304.360083533918,31.26682,-148.4,1469.4431833180895,29.949999999999996,297.0358639962521,183.45,1816.1550502366254,183.45,1816.155407034321,855.8499999999999,8472.91685486763,5795.295,57373.42259536061,890.0,8811.005617975738,74715.5,739683.468015779,144995.0,1435450.7764131099,2544.5,25190.55086833156,12510.0,123849.00039968026,7660.0,75834.00213624492,2690.0,26631.001858735995,1853.3831,18348.49292293258,27140.0,268687.85126983316,18520.0,183348.29371990348,4310.0,42673.14275396177,1581.0,15651.90662507287
926,10,15,25,50,0,-1036.885999645545,-1785.953422984296,30.54252,-169.0,1673.3282717386926,13.349999999999994,133.2254799203215,183.25,1814.175047370016,183.3,1814.6704023045068,855.65,8470.936847686919,5796.495000000001,57385.3026127861,885.0,8761.50529304183,74832.0,740836.818146952,145195.0,1437430.7793786107,2538.0,25126.20086085439,12515.0,123898.50037429831,7660.0,75834.00213624492,2685.0,26581.50174463437,1851.8802999999998,18333.61518804222,27205.0,269331.34944710764,18590.0,184041.2851780817,4307.5,42648.39426930397,1576.0,15602.406352867496
927,10,15,20,55,0,-829.9605183498188,-1292.954749273575,29.744818,-189.60000000000002,1877.223029104427,-3.25,35.742306864554784,183.05,1812.1950442764157,183.14999999999998,1813.1853974428536,855.4499999999999,8468.956840455618,5797.695,57397.18262995349,880.0,8712.004935719448,74948.5,741990.1680948003,145395.0,1439410.7820580613,2531.5,25061.85083648053,12520.0,123948.00034691968,7660.0,75834.00213624492,2680.0,26532.00162068441,1850.3775,18318.737451894835,27270.0,269974.8474765751,18660.0,184734.27643510015,4305.0,42623.64578493961,1571.0,15552.906062855263
928,10,15,15,60,0,-638.2072955309486,-824.7621015807472,28.94532,-210.2,2081.1246135202955,-19.850000000000005,197.01714773085112,182.85000000000002,1810.2150409550798,183.0,1811.7003924490384,855.2499999999999,8466.97683317369,5798.895,57409.062646862956,875.0,8662.504545453354,75065.0,743143.5178601776,145595.0,1441390.7844526411,2525.0,24997.500795079497,12525.0,123997.50031754673,7660.0,75834.00213624492,2675.0,26482.501486830883,1848.8746999999998,18303.859714487357,27335.0,270618.3453592901,18730.0,185427.26749321417,4302.5,42598.89730086918,1566.0,15503.405754865606
929,10,15,10,65,0,-461.5314725441349,-383.5660335514167,28.235627,-230.8,2285.031197380027,-36.45,361.059220211865,182.65,1808.2350374052596,182.84999999999997,1810.2153873227346,855.05,8464.996825841105,5800.094999999999,57420.94266351463,870.0,8613.004121675549,75181.5,744296.867443932,145795.0,1443370.786563522,2518.5,24933.15073651944,12530.0,124047.00028618185,7660.0,75834.00213624492,2670.0,26433.001343018164,1847.3718999999999,18288.98197581671,27400.0,271261.8430962969,18800.0,186120.25835464554,4300.0,42574.14881709322,1561.0,15453.905428725775
930,10,20,60,10,0,-3054.219948345657,-4486.608386581796,25.556076,-29.899999999999984,297.83917304478257,126.7,1254.4944683018734,184.20000000000002,1823.5800750172723,182.7,1808.730546267188,849.9,8414.012244048614,5768.12,57104.39028803442,910.0,9009.008269504475,73801.0,730629.9134394239,142550.0,1411245.3087645676,2591.0,25650.90046957416,12490.0,123651.0006025022,7660.0,75834.00213624492,2710.0,26829.002776845806,1859.5000999999997,18409.051339984235,27270.0,269974.960153715,18350.0,181665.35764971812,4460.0,44158.09285963333,1596.0,15800.409235206536
931,10,20,55,15,0,-2636.977642166788,-4000.516765953947,25.809688,-50.49999999999999,501.01577719668666,110.10000000000001,1090.178561062361,183.99999999999997,1821.6000730127344,182.54999999999998,1807.245541009854,849.6999999999999,8412.032235494582,5769.32,57116.270311211316,905.0,8959.508078014105,73917.5,731783.2650353176,142750.0,1413225.315195705,2584.5,25586.550579357117,12495.0,123700.50058508251,7660.0,75834.00213624492,2705.0,26779.502702626873,1857.9973,18394.173610235153,27335.0,270618.4577684974,18420.0,182358.34943868077,4457.5,44133.34438097797,1591.0,15750.90902138667
932,10,20,50,20,0,-2255.694445425368,-3538.787762877889,26.197683,-71.09999999999998,704.627564746086,93.5,925.8682298253893,183.8,1819.6200707840087,182.4,1805.7605356192719,849.5,8410.052226888964,5770.52,57128.15033412652,900.0,8910.007856337726,74034.0,732936.6164410126,142950.0,1415205.3213262025,2578.0,25522.200673139454,12500.0,123750.00056565656,7660.0,75834.00213624492,2700.0,26730.00261878027,1856.4945,18379.29587924151,27400.0,271261.9552388429,18490.0,183051.34102212964,4455.0,44108.595902612906,1586.0,15701.408790296493
933,10,20,45,25,0,-1908.677307447271,-3091.749229668905,26.718948,-91.69999999999999,908.3819466501961,76.9,761.5670837162016,183.6,1817.6400683303611,182.25,1804.2755300951128,849.3,8408.072218231715,5771.72,57140.030356780175,895.0,8860.507603969425,74150.5,734089.9676574051,143150.0,1417185.32715732,2571.5,25457.85075079984,12505.0,123799.50054422676,7660.0,75834.00213624492,2695.0,26680.502525252406,1854.9917,18364.418147000277,27465.0,271905.452565777,18560.0,183744.33240239002,4452.5,44083.84742453862,1581.0,15651.90854177215
934,10,20,40,30,0,-1595.865381233414,-2650.59176223053,27.332498,-112.3,1112.2005561048782,60.300000000000004,597.2827027463629,183.39999999999998,1815.6600656510564,182.1,1802.790524437046,849.0999999999999,8406.092209522805,5772.92,57151.91037917245,890.0,8811.00732039192,74267.0,735243.318685386,143350.0,1419165.3326903107,2565.0,25393.500812215712,12510.0,123849.00052079548,7660.0,75834.00213624492,2690.0,26631.002421989302,1853.4888999999998,18349.54041350842,27530.0,272548.9497503155,18630.0,184437.32358175228,4450.0,44059.09894675559,1576.0,15602.408275647706
935,10,20,35,35,0,-1318.97083161706,-2213.516059693002,27.900807,-132.89999999999998,1316.0535524818126,43.7,433.0341683978298,183.2,1813.6800627453563,181.95,1801.3055186447411,848.8999999999999,8404.112200762194,5774.120000000001,57163.79040130352,885.0,8761.507005076239,74383.5,736396.6695258406,143550.0,1421145.3379264206,2558.5,25329.150857263256,12515.0,123898.50049536515,7660.0,75834.00213624492,2685.0,26581.502308936568,1851.9860999999999,18334.6626787629,27595.0,273192.44679346465,18700.0,185130.31456247246,4447.5,44034.35046926433,1571.0,15552.907991755112
936,10,20,30,40,0,-1080.195354492866,-1790.682113580366,28.362549,-153.49999999999997,1519.9270998965703,27.099999999999998,268.88717894313965,183.0,1811.7000596125176,181.79999999999998,1799.8205127178653,848.7,8402.132191949851,5775.32,57175.67042317353,880.0,8712.006657481386,74500.0,737550.0201796485,143750.0,1423125.342866889,2552.0,25264.800885817407,12520.0,123948.00046793817,7660.0,75834.00213624492,2680.0,26532.002186039408,1850.4832999999999,18319.784942760663,27660.0,273835.94369622116,18770.0,185823.30534677292,4445.0,44009.60199206532,1566.0,15503.407689924174
937,10,20,25,45,0,-880.2697369798116,-1396.15223334829,28.984847,-174.09999999999997,1723.8139067196316,10.499999999999993,105.31761011340879,182.8,1809.720056251795,181.64999999999998,1798.3355066560853,848.5,8400.152183085733,5776.52,57187.55044478265,875.0,8662.506277054003,74616.5,738703.3706476843,143950.0,1425105.3475129479,2545.5,25200.45089775181,12525.0,123997.5004385169,7660.0,75834.00213624492,2675.0,26482.502053242628,1848.9805,18304.90720549864,27725.0,274479.4404595725,18840.0,186516.295936843,4442.5,43984.853515159055,1561.0,15453.907369982519
938,10,20,20,50,0,-716.7797474560684,-1033.662432590385,30.897489,-194.7,1927.7097657583206,-6.100000000000001,62.39425454318692,182.6,1807.7400526624397,181.5,1796.850500459067,848.3,8398.172174169806,5777.719999999999,57199.43046613103,870.0,8613.005863228005,74733.0,739856.7209308165,144150.0,1427085.3518658231,2539.0,25136.100892938823,12530.0,124047.00040710375,7660.0,75834.00213624492,2670.0,26433.001910490606,1847.4777,18290.02946697376,27790.0,275122.93708449684,18910.0,187209.2863348397,4440.0,43960.105038546026,1556.0,15404.407031755556
939,10,20,15,55,0,-577.4035523991515,-660.4745056647066,36.375935,-215.29999999999998,2131.6120793896807,-22.700000000000003,225.17559148362417,182.4,1805.7600488436995,181.34999999999997,1795.365494126474,848.0999999999999,8396.192165202032,5778.92,57211.31048721887,865.0,8563.505415424223,74849.5,741010.0710299085,144350.0,1429065.355926733,2532.5,25071.750871249496,12535.0,124096.50037370111,7660.0,75834.00213624492,2665.0,26383.50175772731,1845.9749,18275.151727182933,27855.0,275766.4335719632,18980.0,187902.2765428881,4437.5,43935.356562226734,1551.0,15354.906675066442
940,10,20,10,60,0,-443.2181059229097,-294.2948804045923,31.715976,-235.89999999999998,2335.51915706123,-39.300000000000004,389.2618797159568,182.2,1803.780044794819,181.2,1793.8804876579711,847.8999999999999,8394.212156182377,5780.12,57223.1905080463,860.0,8514.004933050015,74966.0,742163.4209458184,144550.0,1431045.3596968895,2526.0,25007.40083255355,12540.0,124146.00033831134,7660.0,75834.00213624492,2660.0,26334.001594896283,1844.4721,18260.273986123073,27920.0,276409.92992293165,19050.0,188595.2665630821,4435.0,43910.608086201675,1546.0,15305.40629973605
941,10,25,55,10,0,-2434.070313150667,-3649.811034635712,26.031138,-55.6,551.4264130416678,107.25000000000001,1061.9734062112857,183.54999999999998,1817.1450837783975,180.89999999999998,1790.9106401493066,842.5500000000001,8341.247525550361,5749.344999999999,56918.51805009846,895.0,8860.509296874532,73702.0,729649.8148570313,141505.0,1400899.863093362,2592.0,25660.800480499434,12505.0,123799.50066539041,7660.0,75834.00213624492,2695.0,26680.5030874607,1855.0974999999999,18365.465637417456,27855.0,275766.5438826835,18670.0,184833.36173429296,4592.5,45469.80197064861,1576.0,15602.410198427679
942,10,25,50,15,0,-2103.201925318164,-3235.075988419154,26.441333,-76.19999999999999,755.0801579964871,90.64999999999999,897.6652825524667,183.35,1815.1650810601222,180.75,1789.4256334086645,842.35,8339.267515225783,5750.545,56930.39807725382,890.0,8811.009022807773,73818.5,730803.1666106476,141705.0,1402879.870985039,2585.5,25596.450592806807,12510.0,123849.00064191071,7660.0,75834.00213624492,2690.0,26631.002985242594,1853.5947,18350.587904070107,27920.0,276410.0399768431,18740.0,185526.3524408325,4590.0,45445.053498703244,1571.0,15552.90992065472
943,10,25,45,20,0,-1801.771986074642,-2834.727900044751,26.854263,-96.8,958.8511672830148,74.05000000000001,733.3676864302109,183.15,1813.185078115304,180.6,1787.940626530982,842.1500000000001,8337.287504848326,5751.745,56942.27810414495,885.0,8761.508717110313,73935.0,731956.5181733134,141905.0,1404859.8785697455,2579.0,25532.100689132494,12515.0,123898.500616432,7660.0,75834.00213624492,2685.0,26581.50287323875,1852.0919000000001,18335.7101694694,27985.0,277053.5359366489,18810.0,186219.34295341073,4587.5,45420.3050270471,1566.0,15503.4096249825
944,10,25,40,25,0,-1528.201257439094,-2444.714253809738,27.235888,-117.4,1162.6777872652424,57.45,569.0897358940856,182.95,1811.2050749431992,180.45,1786.4556195159173,841.95,8335.307494417948,5752.945,56954.15813077201,880.0,8712.008379242987,74051.5,733109.8695459297,142105.0,1406839.8858487771,2572.5,25467.75076935535,12520.0,123948.00058895665,7660.0,75834.00213624492,2680.0,26532.0027513944,1850.5891,18320.83243361228,28050.0,277697.0317630349,18880.0,186912.333274185,4585.0,45395.55655568065,1561.0,15453.909311239016
945,10,25,35,30,0,-1281.916439283314,-2059.792673427246,27.593839,-138.0,1366.535134198898,40.85,404.8553463892999,182.75,1809.2250715430625,180.29999999999998,1784.9706123631279,841.75,8333.327483934614,5754.145,56966.03815713521,875.0,8662.508008654306,74168.0,734263.2207293921,142305.0,1408819.8928234226,2566.0,25403.400833353,12525.0,123997.50055948709,7660.0,75834.00213624492,2675.0,26482.50261965436,1849.0863,18305.95469649568,28115.0,278340.5274569264,18950.0,187605.3234052808,4582.5,45370.80808460436,1556.0,15404.408979250064
946,10,25,30,35,0,-1063.85850744635,-1677.422581759456,27.835958,-158.6,1570.4112420000054,24.25,240.75368221483134,182.55,1807.2450679141443,180.14999999999998,1783.4856050722694,841.55,8331.347473398286,5755.345,56977.91818323468,870.0,8613.00760478011,74284.5,735416.5717245907,142505.0,1410799.8994949637,2559.5,25339.050881001836,12530.0,124047.00052802567,7660.0,75834.00213624492,2670.0,26433.002477963037,1847.5834999999997,18291.076958116533,28180.0,278984.0230192403,19020.0,188298.31334879238,4580.0,45346.05961381871,1551.0,15354.908628839185
947,10,25,25,40,0,-875.8183365008772,-1303.967760033203,27.843918,-179.2,1774.2996435213527,7.649999999999995,77.63104726847367,182.35000000000002,1805.2650640556917,180.0,1782.0005976429975,841.3499999999999,8329.367462808925,5756.545,56989.798209070585,865.0,8563.507167043184,74401.0,736569.9225324097,142705.0,1412779.905864675,2553.0,25274.70091217698,12535.0,124096.50049457478,7660.0,75834.00213624492,2665.0,26383.502326264417,1846.0807,18276.199218471753,28245.0,279627.51845088496,19090.0,188991.3031067832,4577.5,45321.31114332417,1546.0,15305.408259827635
948,10,25,20,45,0,-719.3614712698109,-951.7989938349783,27.612821,-199.8,1978.1965375058162,-8.950000000000003,90.00324160828879,182.14999999999998,1803.285059966948,179.85,1780.5155900749648,841.15,8327.387452166495,5757.745000000001,57001.67823464311,860.0,8514.0066948529,74517.5,737723.273153728,142905.0,1414759.9119338235,2546.5,25210.350926752286,12540.0,124146.00045913682,7660.0,75834.00213624492,2660.0,26334.002164502075,1844.5778999999998,18261.321477558246,28310.0,280271.01375276037,19160.0,189684.2926812866,4575.0,45296.56267312123,1541.0,15255.907872034362
949,10,25,15,50,0,-596.1229281617598,-633.6956981975527,27.226473,-220.39999999999998,2182.099543329772,-25.550000000000004,253.3462995585292,181.95,1801.3050556471549,179.7,1779.0305823678243,840.95,8325.407441470958,5758.945,57013.558259952384,855.0,8464.506187604804,74634.0,738876.6235894191,143105.0,1416739.9177036695,2540.0,25146.000924600317,12545.0,124195.50042171415,7660.0,75834.00213624492,2655.0,26284.50199261915,1843.0751,18246.44373537291,28375.0,280914.5089257584,19230.0,190377.28207430633,4572.5,45271.81420321037,1536.0,15206.407465275945
950,10,25,10,55,0,-508.9135085979342,-358.3543721105725,26.85365,-241.0,2386.007094079982,-42.150000000000006,417.46601238903276,181.75,1799.3250510955488,179.54999999999998,1777.545574521227,840.75,8323.427430722275,5760.145,57025.438284998614,850.0,8415.005644680223,74750.5,740029.9738403506,143305.0,1418719.923175466,2533.5,25081.65090559232,12550.0,124245.00038230915,7660.0,75834.00213624492,2650.0,26235.00181055835,1841.5722999999998,18231.565991912634,28440.0,281558.00397076266,19300.0,191070.27128781704,4570.0,45247.06573359205,1531.0,15156.907039366573
951,10,30,50,10,0,-780.8171751752725,-817.4579399965205,26.418867,-81.29999999999998,805.5371158425908,87.8,869.4630239406389,182.9,1810.710090268456,179.10000000000002,1773.0907176453213,835.1999999999999,8268.482746671241,5730.57,56732.64575174606,880.0,8712.010101004245,73603.0,728669.7161439467,140460.0,1390554.410377386,2593.0,25670.700491026728,12520.0,123948.00070997515,7660.0,75834.00213624492,2680.0,26532.00331674938,1850.6949,18321.87992444968,28440.0,281558.11201242276,18990.0,188001.36023444086,4725.0,46781.50962185808,1556.0,15404.410926744327
952,10,30,45,15,0,-766.0090314075333,-839.0321077728349,26.434274,-101.89999999999998,1009.3222087123612,71.2,705.1694221958295,182.7,1808.7300868288778,178.95,1771.6057093777947,834.9999999999999,8266.502734530486,5731.7699999999995,56744.525782918565,875.0,8662.509740254263,73719.5,729823.0680559159,140660.0,1392534.4197613213,2586.5,25606.350605855572,12525.0,123997.50068045726,7660.0,75834.00213624492,2675.0,26482.50318606608,1849.1921000000002,18307.002187478487,28505.0,282201.606683945,19060.0,188694.34991541214,4722.5,46756.76115547355,1551.0,15354.910582611674
953,10,30,40,20,0,-1406.65036378806,-2208.954861455912,27.440349,-122.49999999999999,1213.1558667376587,54.6,540.8989166193625,182.5,1806.7500831603688,178.79999999999998,1770.1207009692869,834.8,8264.522722335512,5732.969999999999,56756.405813824305,870.0,8613.00934633186,73836.0,730976.4197761785,140860.0,1394514.4288317708,2580.0,25542.000704721624,12530.0,124047.00064894758,7660.0,75834.00213624492,2670.0,26433.003045435453,1847.6893,18292.124449245042,28570.0,282845.10123033775,19130.0,189387.33941317195,4720.0,46732.012689376,1546.0,15305.410219918967
954,10,30,35,25,0,-1198.841714981794,-1873.543418370007,27.646427,-143.09999999999997,1417.017132218238,38.0,376.6817250677288,182.3,1804.7700792621758,178.64999999999998,1768.6356924194422,834.5999999999999,8262.542710086283,5734.17,56768.285844463455,865.0,8563.50891866179,73952.5,732129.7713056408,141060.0,1396494.437590068,2573.5,25477.650787503935,12535.0,124096.50061544846,7660.0,75834.00213624492,2665.0,26383.502894801517,1846.1865,18277.24670974628,28635.0,283488.595652453,19200.0,190080.32872972416,4717.5,46707.26422356591,1541.0,15255.909838485544
955,10,30,30,30,0,-1012.118904534213,-1541.125944461792,27.796741,-163.7,1620.895588555907,21.4,212.64140236557884,182.10000000000002,1802.7900751335417,178.5,1767.1506837279044,834.3999999999999,8260.56269778276,5735.37,56780.165874836166,860.0,8514.00845665542,74069.0,733283.122645203,141260.0,1398474.4460375383,2567.0,25413.300854080328,12540.0,124146.0005799623,7660.0,75834.00213624492,2660.0,26334.002734107857,1844.6836999999998,18262.368968979095,28700.0,284132.0899511352,19270.0,190773.31786704346,4715.0,46682.515758043715,1536.0,15206.409438128385
956,10,30,25,35,0,-848.0788808031175,-1211.927846967692,27.802027,-184.29999999999998,1824.7854736927295,4.799999999999995,50.53088164677117,181.9,1800.810070773706,178.35,1765.6656748943158,834.1999999999998,8258.5826854249,5736.57,56792.04590494261,855.0,8464.507959710358,74185.5,734436.47379576,141460.0,1400454.454175501,2560.5,25348.95090432738,12545.0,124195.50054249147,7660.0,75834.00213624492,2655.0,26284.502563297636,1843.1808999999998,18247.4912269404,28765.0,284775.58412722114,19340.0,191466.30682707598,4712.5,46657.767292809884,1531.0,15156.909018662083
957,10,30,20,40,0,-709.3532490700363,-895.4442017959864,27.591636,-204.89999999999998,2028.683341726845,-11.8,117.89882951072924,181.7,1798.830066181906,178.2,1764.180665918318,834.0,8256.602673012672,5737.77,56803.92593478298,850.0,8415.007427210032,74302.0,735589.8247582004,141660.0,1402434.462005266,2554.0,25284.600938120417,12550.0,124245.00050303835,7660.0,75834.00213624492,2650.0,26235.002382313596,1841.6781,18232.613483627076,28830.0,285419.07818153995,19410.0,192159.2956117398,4710.0,46633.01882786488,1526.0,15107.408579898804
958,10,30,15,45,0,-598.8306745737555,-605.5470705344687,27.214334,-225.5,2232.587005471455,-28.400000000000006,281.52559031107637,181.5,1796.8500613573744,178.04999999999998,1762.6956567995508,833.8,8254.622660546029,5738.97,56815.8059643574,845.0,8365.506858523278,74418.5,736743.175533408,141860.0,1404414.4695281375,2547.5,25220.250955333493,12555.0,124294.5004616053,7660.0,75834.00213624492,2645.0,26185.502191098036,1840.1752999999999,18217.73573903599,28895.0,286062.5721149134,19480.0,192852.2842229254,4707.5,46608.27036320914,1521.0,15057.90812164824
959,10,30,10,50,0,-520.9714741068547,-356.9937418682384,26.796092,-246.09999999999997,2436.4950098450845,-45.0,445.671338544448,181.3,1794.8700562993413,177.89999999999998,1761.2106475376531,833.5999999999999,8252.642648024934,5740.17,56827.68599366606,840.0,8316.006253003901,74535.0,737896.5261222606,142060.0,1406394.4767454115,2541.0,25155.900955839366,12560.0,124344.00041819469,7660.0,75834.00213624492,2640.0,26136.001989592824,1838.6725,18202.85799316402,28960.0,286706.0659281558,19550.0,193545.2726624962,4705.0,46583.52189884316,1516.0,15008.40764371757
