Fe,Mn,Ni,Co,Cr,dHmix,VEC,EN paulings,δ,dSmix,EN allen,Ω,Λ,PHASES
0.4,0.2,0.0,0.4,0.0,-2.24,8.200000000000001,0.14696938456699066,2.245804630173932,8.771094301856731,0.03322649545167233,5726.271565640752,3.9055464504841777,FCC_SS
0.4,0.25,0.0,0.35,0.0,-2.31,8.1,0.15620499351813305,2.1686064395724696,8.984006559282228,0.03439113257803531,5639.117017589293,4.142755640370312,FCC_SS
0.4,0.3,0.0,0.3,0.0,-2.28,8.0,0.1624807680927192,2.0747501655808582,9.053618139915848,0.034942810419312326,5708.147401810979,4.363714865582936,FCC_SS
0.4,0.35,0.0,0.25,0.0,-2.15,7.9,0.16613247725836147,1.9617015178954385,8.984006559282228,0.03491060010942238,5954.724905723321,4.579701079561018,FCC_SS
0.4,0.4,0.0,0.2,0.0,-1.9200000000000002,7.8,0.1673320053068151,1.8257418583505596,8.771094301856731,0.034292856398964525,6453.149901459801,4.8041262031319425,FCC_SS
0.45,0.2,0.0,0.35,0.0,-2.03,8.15,0.1444818327679989,2.219044308235837,8.718992731013095,0.03231098884280705,6290.345223746419,3.9291656767073677,FCC_SS
0.45,0.25,0.0,0.3,0.0,-2.04,8.049999999999999,0.15321553446044558,2.120922829953956,8.872312299003971,0.033237779709240536,6315.433671266503,4.183232022259189,FCC_SS
0.45,0.3,0.0,0.25,0.0,-1.95,7.95,0.15898113095584643,2.0035319592865832,8.872312299003971,0.033541019662496875,6550.2689237236245,4.428335798627949,FCC_SS
0.45,0.35,0.0,0.2,0.0,-1.7600000000000002,7.85,0.16209565077447327,1.8630782238272474,8.718992731013095,0.033237779709240536,7070.310469148801,4.679885481728199,FCC_PLUS_BCC
0.5,0.2,0.0,0.3,0.0,-1.7999999999999998,8.1,0.14177446878757824,2.163061564059903,8.56101149510871,0.031240998703626646,6975.797533264415,3.957821468123329,FCC_SS
0.5,0.25,0.0,0.25,0.0,-1.75,8.0,0.15,2.0412414523193214,8.644719482465968,0.03191786333700929,7183.761889929219,4.235030340307645,FCC_SS
0.5,0.3,0.0,0.2,0.0,-1.6,7.8999999999999995,0.15524174696260024,1.8961296647079382,8.56101149510871,0.03195309061734094,7714.541483529835,4.514992647629595,FCC_PLUS_BCC
0.55,0.2,0.0,0.25,0.0,-1.55,8.05,0.1388344337691482,2.07503841611755,8.291776799648675,0.030000000000000027,7857.662162686424,3.9959630314521126,FCC_SS
0.55,0.25,0.0,0.2,0.0,-1.44,7.95,0.14654350889752843,1.9250991849294758,8.291776799648675,0.03040970239906997,8386.210924311341,4.3071945926528645,FCC_SS
0.6,0.2,0.0,0.2,0.0,-1.28,8.0,0.13564659966250536,1.9501511353997647,7.900988875587051,0.028565713714171423,9079.964559366055,4.051475156035747,FCC_SS
0.2,0.2,0.0,0.0,0.6,0.48,6.6,0.09797958971132714,2.073624695192382,7.900988875587051,0.06324555320336764,27999.129327861614,3.8102308937124376,FCC_PLUS_BCC
0.2,0.25,0.0,0.0,0.55,0.66,6.65,0.10136567466356648,2.070528770594167,8.291776799648673,0.06304760106459252,20954.953201475768,4.004666304283824,FCC_PLUS_BCC
0.2,0.3,0.0,0.0,0.5,0.7999999999999999,6.7,0.1044030650891055,2.054275657367897,8.56101149510871,0.062449979983984036,17495.49711669154,4.167411254864289,FCC_PLUS_BCC
0.2,0.35,0.0,0.0,0.45,0.8999999999999999,6.75,0.10712142642814276,2.024416100073226,8.718992731013095,0.06144102863722259,15518.353895748141,4.306917303561119,FCC_PLUS_BCC
0.2,0.4,0.0,0.0,0.4,0.9600000000000002,6.800000000000001,0.10954451150103324,1.980198019801983,8.771094301856731,0.06000000000000006,14333.429938284207,4.429402622437643,FCC_PLUS_BCC
0.2,0.45,0.0,0.0,0.35,0.98,6.85,0.1116915395184434,1.9204876096896246,8.718992731013095,0.05809475019311131,13663.462333319758,4.53998905643666,FCC_PLUS_BCC
0.2,0.5,0.0,0.0,0.3,0.96,6.8999999999999995,0.1135781669160055,1.84363058371855,8.56101149510871,0.05567764362830027,13400.658305937353,4.643561226805749,FCC_PLUS_BCC
0.2,0.55,0.0,0.0,0.25,0.9000000000000001,6.950000000000001,0.11521718621802915,1.7472062608379302,8.291776799648675,0.05267826876426374,13540.010859559638,4.7457343677741175,FCC_PLUS_BCC
0.2,0.6,0.0,0.0,0.2,0.7999999999999999,7.000000000000001,0.11661903789690603,1.6275679354041048,7.900988875587051,0.048989794855663606,14188.20077333545,4.8544756281557815,FCC_PLUS_BCC
0.25,0.2,0.0,0.0,0.55,0.33000000000000007,6.700000000000001,0.10535653752852739,2.1599736118479727,8.291776799648673,0.06571719714047464,42276.75470984507,3.838832453399565,FCC_PLUS_BCC
0.25,0.25,0.0,0.0,0.5,0.5,6.75,0.10897247358851685,2.1383343303319484,8.644719482465968,0.06495190528383295,28518.929572655226,4.042735207419126,FCC_PLUS_BCC
0.25,0.3,0.0,0.0,0.45,0.6300000000000001,6.8,0.11224972160321825,2.103437893185994,8.872312299003971,0.06378675411086543,22764.5225646428,4.218005355777551,FCC_PLUS_BCC
0.25,0.35,0.0,0.0,0.4,0.7199999999999999,6.85,0.11521718621802912,2.0544765160404204,8.984006559282228,0.0621992765231237,19757.32775828817,4.372893284074645,FCC_PLUS_BCC
0.25,0.4,0.0,0.0,0.35,0.7699999999999999,6.9,0.11789826122551599,1.9902745104244743,8.984006559282228,0.06015604707757988,18088.772167770396,4.513953483414793,FCC_PLUS_BCC
0.25,0.45,0.0,0.0,0.3,0.78,6.95,0.12031209415515966,1.9091497302076075,8.872312299003971,0.05760859310901461,17258.922373434263,4.647258493465133,FCC_PLUS_BCC
0.25,0.5,0.0,0.0,0.25,0.75,7.0,0.12247448713915891,1.8086717608052556,8.644719482465968,0.054486236794258465,17107.89985580015,4.779595540661934,FCC_PLUS_BCC
0.25,0.55,0.0,0.0,0.2,0.6800000000000002,7.050000000000001,0.1243985530462473,1.6852148738747543,8.291776799648675,0.05068283733178328,17695.627193603174,4.920308340611597,FCC_PLUS_BCC
0.3,0.2,0.0,0.0,0.5,0.20000000000000007,6.8,0.11135528725660045,2.2164125283482186,8.56101149510871,0.06726812023536861,71231.89614505199,3.862553286273293,FCC_PLUS_BCC
0.3,0.25,0.0,0.0,0.45,0.36,6.8500000000000005,0.11521718621802912,2.176717154830517,8.872312299003971,0.06595452979136465,40197.73604247341,4.076006053112944,FCC_PLUS_BCC
0.3,0.3,0.0,0.0,0.4,0.48,6.9,0.11874342087037917,2.1231789386223325,9.053618139915848,0.0642261628933257,30141.00372413651,4.264180458473496,FCC_PLUS_BCC
0.3,0.35,0.0,0.0,0.35,0.5599999999999998,6.949999999999999,0.12196310917650469,2.0545817294686866,9.113210829350468,0.06204836822995434,25467.35587034289,4.4355552756264105,FCC_PLUS_BCC
0.3,0.4,0.0,0.0,0.3,0.6,7.0,0.12489995996796799,1.9692109597077765,9.053618139915848,0.059371710435189635,23115.396047561815,4.597586711207097,FCC_PLUS_BCC
0.3,0.45,0.0,0.0,0.25,0.6000000000000001,7.05,0.12757350822173075,1.8646133156680726,8.872312299003971,0.056124860801609174,22163.775482270165,4.758258575357813,FCC_PLUS_BCC
0.3,0.5,0.0,0.0,0.2,0.56,7.1000000000000005,0.13000000000000003,1.737155825109907,8.56101149510871,0.052201532544552794,22408.44758844705,4.92817706469543,FCC_PLUS_BCC
0.35,0.2,0.0,0.0,0.45,0.09000000000000008,6.9,0.11618950038622253,2.244802183165682,8.718992731013095,0.067961386095341,159426.7820865743,3.884080653698105,FCC_PLUS_BCC
0.35,0.25,0.0,0.0,0.4,0.2400000000000001,6.95,0.12031209415515966,2.186816222729903,8.984006559282228,0.0660965203320115,60365.03740624381,4.108258602575703,FCC_PLUS_BCC
0.35,0.3,0.0,0.0,0.35,0.35000000000000003,7.0,0.12409673645990857,2.113894088181122,9.113210829350468,0.06378675411086543,41127.920472858656,4.3111009583227675,FCC_PLUS_BCC
0.35,0.35,0.0,0.0,0.3,0.42,7.05,0.12757350822173075,2.024283969734514,9.113210829350466,0.06098155458825239,33556.144160929754,4.501942892204827,FCC_PLUS_BCC
0.35,0.4,0.0,0.0,0.25,0.45000000000000007,7.1,0.1307669683062202,1.915497692735314,8.984006559282228,0.05760859310901461,30215.210504768194,4.690168301092101,FCC_PLUS_BCC
0.35,0.45,0.0,0.0,0.2,0.4400000000000001,7.1499999999999995,0.1336974195712094,1.7838705483454196,8.718992731013095,0.05356071321407142,29335.447361344963,4.887682426900405,FCC_PLUS_BCC
0.4,0.2,0.0,0.0,0.4,1e-10,7.000000000000001,0.12000000000000001,2.245804630173932,8.771094301856731,0.06782329983125275,142723246479812.75,3.9055464504841777,FCC_PLUS_BCC
0.4,0.25,0.0,0.0,0.35,0.14,7.05,0.12439855304624729,2.1686064395724696,8.984006559282228,0.06538348415311016,102298.95754628403,4.142755640370312,FCC_PLUS_BCC
0.4,0.3,0.0,0.0,0.3,0.24,7.1000000000000005,0.1284523257866513,2.0747501655808582,9.053618139915848,0.06244997998398404,58890.01365926096,4.363714865582936,FCC_PLUS_BCC
0.4,0.35,0.0,0.0,0.25,0.29999999999999993,7.15,0.13219304066402288,1.9617015178954385,8.984006559282228,0.05894913061275803,45760.03740970404,4.579701079561018,FCC_PLUS_BCC
0.4,0.4,0.0,0.0,0.2,0.32000000000000006,7.2,0.1356465996625054,1.8257418583505596,8.771094301856731,0.05477225575051666,40977.45619148692,4.8041262031319425,FCC_PLUS_BCC
0.45,0.2,0.0,0.0,0.35,-0.07000000000000006,7.1,0.12288205727444508,2.219044308235837,8.718992731013095,0.06684870978560474,200381.13651453293,3.9291656767073677,FCC_PLUS_BCC
0.45,0.25,0.0,0.0,0.3,0.05999999999999994,7.1499999999999995,0.12757350822173075,2.120922829953956,8.872312299003971,0.06378675411086543,233001.70815900952,4.183232022259189,FCC_PLUS_BCC
0.45,0.3,0.0,0.0,0.25,0.14999999999999997,7.2,0.1319090595827292,2.0035319592865832,8.872312299003971,0.06015604707757988,91245.81712038985,4.428335798627949,FCC_PLUS_BCC
0.45,0.35,0.0,0.0,0.2,0.1999999999999999,7.25,0.13592277219068188,1.8630782238272474,8.718992731013095,0.05584576975922174,65810.95713368688,4.679885481728199,FCC_PLUS_BCC
0.5,0.2,0.0,0.0,0.3,-0.12,7.2,0.12489995996796797,2.163061564059903,8.56101149510871,0.06500000000000006,113454.80483892819,3.957821468123329,FCC_PLUS_BCC
0.5,0.25,0.0,0.0,0.25,1e-10,7.25,0.1299038105676658,2.0412414523193214,8.644719482465968,0.061237243569579505,134619894140701.28,4.235030340307645,FCC_PLUS_BCC
0.5,0.3,0.0,0.0,0.2,0.07999999999999996,7.3,0.13453624047073712,1.8961296647079382,8.56101149510871,0.056789083458002786,163108.67151055878,4.514992647629595,FCC_PLUS_BCC
0.55,0.2,0.0,0.0,0.25,-0.15000000000000002,7.300000000000001,0.12609520212918493,2.07503841611755,8.291776799648675,0.062199276523123695,86889.52908351846,3.9959630314521126,FCC_PLUS_BCC
0.55,0.25,0.0,0.0,0.2,-0.040000000000000036,7.3500000000000005,0.13143439428094916,1.9250991849294758,8.291776799648675,0.05760859310901461,318984.6534824843,4.3071945926528645,FCC_PLUS_BCC
0.6,0.2,0.0,0.0,0.2,-0.15999999999999992,7.4,0.12649110640673517,1.9501511353997647,7.900988875587051,0.05830951894845306,76708.72574585582,4.051475156035747,FCC_PLUS_BCC
0.2,0.2,0.6,0.0,0.0,-4.8,9.0,0.15491933384829665,0.675675675675671,7.900988875587051,0.053814496188294786,2353.507061315493,11.693463535868917,FCC_SS
0.2,0.25,0.55,0.0,0.0,-5.28,8.85,0.16613247725836144,0.7308231255564891,8.291776799648673,0.05614935440412466,2228.964659201012,11.345805174589756,FCC_SS
0.2,0.3,0.5,0.0,0.0,-5.6,8.7,0.1743559577416269,0.7727783633989578,8.56101149510871,0.057662812973353926,2153.85876704619,11.07822358981985,FCC_SS
0.2,0.35,0.45,0.0,0.0,-5.76,8.55,0.17999999999999997,0.8036556035526082,8.718992731013095,0.05841874699101303,2116.8533653967474,10.849165603363257,FCC_SS
0.2,0.4,0.4,0.0,0.0,-5.760000000000002,8.4,0.18330302779823357,0.8247440211391189,8.771094301856731,0.058446556784809776,2113.590085239087,10.634929235064089,FCC_SS
0.2,0.45,0.35,0.0,0.0,-5.6,8.25,0.18439088914585772,0.8368271127894218,8.718992731013095,0.05774729430891108,2144.7943636798377,10.419108795303975,FCC_SS
0.2,0.5,0.3,0.0,0.0,-5.279999999999999,8.1,0.18330302779823357,0.8403361344537785,8.56101149510871,0.05629387178015023,2216.6209876824087,10.187603679179402,FCC_SS
0.2,0.55,0.25,0.0,0.0,-4.800000000000001,7.950000000000001,0.18,0.8354218615504752,8.291776799648675,0.05402545696243573,2343.549790675703,9.925257144049128,FCC_SS
0.2,0.6,0.2,0.0,0.0,-4.16,7.800000000000001,0.17435595774162693,0.8219764237527458,7.900988875587051,0.050833060108555296,2556.8055827680982,9.612184300268572,FCC_SS
0.25,0.2,0.55,0.0,0.0,-4.620000000000001,8.9,0.15321553446044558,0.675675675675671,8.291776799648673,0.05351635264103855,2573.5916324364102,12.271829663480121,FCC_SS
0.25,0.25,0.5,0.0,0.0,-5.0,8.75,0.16393596310755,0.7308231255564891,8.644719482465968,0.05539629951540079,2461.151636658061,11.82874375504114,FCC_SS
0.25,0.3,0.45,0.0,0.0,-5.220000000000001,8.6,0.17168284713389392,0.7727783633989579,8.872312299003971,0.056471231613981945,2401.728140633632,11.481056819422767,FCC_SS
0.25,0.35,0.4,0.0,0.0,-5.279999999999999,8.45,0.17684739183827392,0.8036556035526029,8.984006559282228,0.05678688228807771,2386.5468939487223,11.178926046888671,FCC_SS
0.25,0.4,0.35,0.0,0.0,-5.18,8.3,0.1796524422322168,0.8247440211391189,8.984006559282228,0.05635601121442143,2414.4951219121153,10.893084798448989,FCC_SS
0.25,0.45,0.3,0.0,0.0,-4.92,8.15,0.18020821290940098,0.8368271127894273,8.872312299003971,0.05516112761719067,2491.6410373036156,10.602324140083796,FCC_SS
0.25,0.5,0.25,0.0,0.0,-4.5,8.0,0.17853571071357124,0.8403361344537785,8.644719482465968,0.053150729063673206,2634.2381311847685,10.287216184134538,FCC_SS
0.25,0.55,0.2,0.0,0.0,-3.9200000000000004,7.8500000000000005,0.17457090250096088,0.8354218615504752,8.291776799648675,0.05022698477910053,2878.431089020897,9.925257144049128,FCC_SS
0.3,0.2,0.5,0.0,0.0,-4.4,8.8,0.15132745950421553,0.675675675675671,8.56101149510871,0.05291502622129176,2798.0887797990536,12.67029701276098,FCC_SS
0.3,0.25,0.45,0.0,0.0,-4.68,8.65,0.16155494421403507,0.7308231255564891,8.872312299003971,0.054339212360872455,2706.5291995027824,12.140163589169545,FCC_SS
0.3,0.3,0.4,0.0,0.0,-4.8,8.5,0.1688194301613413,0.7727783633989629,9.053618139915848,0.05496362433464513,2673.080755810154,11.715672395503818,FCC_SS
0.3,0.35,0.35,0.0,0.0,-4.76,8.35,0.1734935157289747,0.8036556035526029,9.113210829350468,0.05481559996935174,2693.2792718883975,11.339696742068403,FCC_SS
0.3,0.4,0.3,0.0,0.0,-4.56,8.2,0.17578395831246946,0.8247440211391135,9.053618139915848,0.05388877434122987,2772.27346683432,10.977488660555844,FCC_SS
0.3,0.45,0.25,0.0,0.0,-4.2,8.05,0.17578395831246943,0.8368271127894271,8.872312299003971,0.05214163403653548,2927.546190374917,10.602324140083798,FCC_SS
0.3,0.5,0.2,0.0,0.0,-3.68,7.9,0.1734935157289747,0.8403361344537785,8.56101149510871,0.04948737212663445,3199.6780462968804,10.187603679179402,FCC_SS
0.35,0.2,0.45,0.0,0.0,-4.140000000000001,8.7,0.14924811556599296,0.675675675675671,8.718992731013095,0.05199999999999994,3037.4317068366267,12.904109241899471,FCC_SS
0.35,0.25,0.4,0.0,0.0,-4.32,8.55,0.15898113095584643,0.7308231255564891,8.984006559282228,0.0529598904832704,2977.6158776806237,12.292997094804997,FCC_SS
0.35,0.3,0.35,0.0,0.0,-4.34,8.4,0.16575584454250772,0.7727783633989578,9.113210829350468,0.05311308689955795,2984.5765466122784,11.79278724790803,FCC_SS
0.35,0.35,0.3,0.0,0.0,-4.2,8.25,0.16992645467966425,0.8036556035526082,9.113210829350466,0.05246665607793196,3061.387895031088,11.339696742068327,FCC_SS
0.35,0.4,0.25,0.0,0.0,-3.9000000000000004,8.1,0.17168284713389395,0.8247440211391189,8.984006559282228,0.050990195135927806,3226.06461178123,10.893084798448989,FCC_SS
0.35,0.45,0.2,0.0,0.0,-3.4400000000000004,7.949999999999999,0.17109938632268673,0.8368271127894271,8.718992731013095,0.048608126892526894,3523.0813651477333,10.419108795303908,FCC_SS
0.4,0.2,0.4,0.0,0.0,-3.8400000000000007,8.600000000000001,0.14696938456699066,0.675675675675671,8.771094301856731,0.05075431016179802,3303.7788536993685,12.981219566748052,FCC_SS
0.4,0.25,0.35,0.0,0.0,-3.92,8.45,0.15620499351813305,0.7308231255564891,8.984006559282228,0.051232314021523506,3290.965361939111,12.292997094804997,FCC_SS
0.4,0.3,0.3,0.0,0.0,-3.84,8.3,0.1624807680927192,0.7727783633989578,9.053618139915848,0.05088221693283416,3360.9199631380316,11.715672395503896,FCC_SS
0.4,0.35,0.25,0.0,0.0,-3.5999999999999996,8.15,0.16613247725836147,0.8036556035526029,8.984006559282228,0.04968651728587943,3531.3384671423105,11.178926046888671,FCC_SS
0.4,0.4,0.2,0.0,0.0,-3.2000000000000006,8.0,0.1673320053068151,0.8247440211391135,8.771094301856731,0.047581509013481245,3849.9622051212386,10.63492923506416,FCC_SS
0.45,0.2,0.35,0.0,0.0,-3.5,8.5,0.1444818327679989,0.6756756756756754,8.718992731013095,0.049152822909777974,3613.52425884887,12.904109241899386,FCC_SS
0.45,0.25,0.3,0.0,0.0,-3.48,8.35,0.15321553446044558,0.7308231255564891,8.872312299003971,0.0491197516280365,3671.5565924700054,12.140163589169545,FCC_SS
0.45,0.3,0.25,0.0,0.0,-3.3,8.2,0.15898113095584643,0.7727783633989579,8.872312299003971,0.04821825380496473,3843.72766008213,11.481056819422767,FCC_SS
0.45,0.35,0.2,0.0,0.0,-2.96,8.05,0.16209565077447327,0.8036556035526082,8.718992731013095,0.046397737013781144,4180.403541842495,10.849165603363257,FCC_SS
0.5,0.2,0.3,0.0,0.0,-3.12,8.4,0.14177446878757824,0.675675675675671,8.56101149510871,0.04715930449020633,3991.571609594436,12.67029701276098,FCC_SS
0.5,0.25,0.25,0.0,0.0,-3.0,8.25,0.15,0.7308231255564891,8.644719482465968,0.04656984002549285,4161.712037517158,11.82874375504114,FCC_SS
0.5,0.3,0.2,0.0,0.0,-2.7199999999999998,8.1,0.15524174696260024,0.7727783633989578,8.56101149510871,0.0450444225182208,4512.786132973113,11.07822358981985,FCC_SS
0.55,0.2,0.25,0.0,0.0,-2.7,8.3,0.1388344337691482,0.675675675675671,8.291776799648675,0.044721359549995746,4480.169845987952,12.271829663480124,FCC_SS
0.55,0.25,0.2,0.0,0.0,-2.4800000000000004,8.15,0.14654350889752843,0.730823125556489,8.291776799648675,0.0435057467468379,4842.665127665782,11.34580517458976,FCC_SS
0.6,0.2,0.2,0.0,0.0,-2.24,8.2,0.13564659966250536,0.675675675675671,7.900988875587051,0.04176122603564216,5160.333359367792,11.693463535868917,FCC_SS
0.2,0.0,0.0,0.2,0.6,-2.56,7.0,0.1264911064067351,1.9543973941368087,7.900988875587051,0.08423775875461083,5403.535673194457,4.0426726413420395,Im
0.2,0.0,0.0,0.25,0.55,-2.8400000000000003,7.15,0.13143439428094908,1.9543973941368131,8.291776799648673,0.08671072598012321,5051.560640405681,4.242625795820226,Im
0.2,0.0,0.0,0.3,0.5,-3.04,7.3,0.134536240470737,1.9543973941368087,8.56101149510871,0.0880965379569482,4814.442517117714,4.380384214997288,FCC_SS
0.2,0.0,0.0,0.35,0.45,-3.16,7.45,0.13592277219068177,1.9543973941368131,8.718992731013095,0.08844631139849764,4660.246431228202,4.461217947368355,FCC_SS
0.2,0.0,0.0,0.4,0.4,-3.2000000000000006,7.6000000000000005,0.13564659966250528,1.9543973941368131,8.771094301856731,0.08777243302996685,4573.0292916305525,4.4878765844500155,FCC_SS
0.2,0.0,0.0,0.45,0.35,-3.16,7.75,0.13369741957120929,1.9543973941368131,8.718992731013095,0.08605085705558088,4546.568424735246,4.461217947368355,FCC_SS
0.2,0.0,0.0,0.5,0.3,-3.04,7.8999999999999995,0.12999999999999992,1.9543973941368131,8.56101149510871,0.08321658488546627,4582.39404764503,4.380384214997278,FCC_SS
0.2,0.0,0.0,0.55,0.25,-2.8400000000000003,8.05,0.12439855304624721,1.9543973941368131,8.291776799648675,0.07915017372059276,4690.693171237874,4.242625795820227,FCC_SS
0.2,0.0,0.0,0.6,0.2,-2.56,8.2,0.11661903789690593,1.9543973941368087,7.900988875587051,0.07364781055808794,4894.909514328539,4.0426726413420395,FCC_SS
0.25,0.0,0.0,0.2,0.55,-2.5100000000000002,7.1,0.12609520212918487,2.1208785398802545,8.291776799648673,0.0845266230249382,5722.812565287401,3.9095953133255943,Im
0.25,0.0,0.0,0.25,0.5,-2.75,7.25,0.12990381056766573,2.1208785398802545,8.644719482465968,0.0861684396980705,5380.944936040407,4.076008748220938,FCC_SS
0.25,0.0,0.0,0.3,0.45,-2.91,7.3999999999999995,0.1319090595827291,2.1208785398802545,8.872312299003971,0.08674531687647474,5156.154963732153,4.183319380234242,FCC_SS
0.25,0.0,0.0,0.35,0.4,-2.9899999999999998,7.550000000000001,0.1321930406640228,2.1208785398802545,8.984006559282228,0.08627861844049205,5019.475637996297,4.235983527745756,FCC_SS
0.25,0.0,0.0,0.4,0.35,-2.9899999999999998,7.699999999999999,0.13076696830622012,2.1208785398802545,8.984006559282228,0.08475110618747116,4957.579137955757,4.235983527745756,FCC_SS
0.25,0.0,0.0,0.45,0.3,-2.91,7.85,0.12757350822173066,2.1208785398802545,8.872312299003971,0.08210359310042413,4967.732661299698,4.183319380234242,FCC_SS
0.25,0.0,0.0,0.5,0.25,-2.75,8.0,0.12247448713915883,2.1208785398802545,8.644719482465968,0.07822243923581015,5057.160897242591,4.076008748220938,FCC_SS
